symbol,companyName,logo_url
NASDAQ:ADIL,"Adial Pharmaceuticals, Inc",https://s3-symbol-logo.tradingview.com/adial-pharmaceuticals.svg
NYSE:ADM,Archer-Daniels-Midland Company,https://s3-symbol-logo.tradingview.com/archer-daniels-midland.svg
NASDAQ:ADMA,ADMA Biologics Inc,https://s3-symbol-logo.tradingview.com/adma-biologics.svg
NASDAQ:ADN,"Advent Technologies Holdings, Inc.",https://s3-symbol-logo.tradingview.com/advent-technologies.svg
NYSE:ADNT,Adient plc,https://s3-symbol-logo.tradingview.com/adient.svg
NASDAQ:ADP,"Automatic Data Processing, Inc.",https://s3-symbol-logo.tradingview.com/automatic-data-processing.svg
NASDAQ:ADPT,Adaptive Biotechnologies Corporation,https://s3-symbol-logo.tradingview.com/adaptive-biotechnologies.svg
NASDAQ:ADSE,ADS-TEC ENERGY PLC,https://s3-symbol-logo.tradingview.com/ads-tec-energy-plc.svg
NASDAQ:ADSK,"Autodesk, Inc.",https://s3-symbol-logo.tradingview.com/autodesk.svg
NYSE:ADT,ADT Inc.,https://s3-symbol-logo.tradingview.com/adt.svg
NASDAQ:ADTN,"ADTRAN Holdings, Inc.",https://s3-symbol-logo.tradingview.com/adtran.svg
NASDAQ:ADTX,"Aditxt, Inc.",https://s3-symbol-logo.tradingview.com/aditxt.svg
NASDAQ:ADUS,Addus HomeCare Corporation,https://s3-symbol-logo.tradingview.com/addus-homecare.svg
NASDAQ:ADV,Advantage Solutions Inc.,https://s3-symbol-logo.tradingview.com/advantage-solutions.svg
NASDAQ:ADVB,Advanced Biomed Inc.,https://s3-symbol-logo.tradingview.com/advanced-biomed.svg
NASDAQ:ADVM,"Adverum Biotechnologies, Inc.",https://s3-symbol-logo.tradingview.com/adverum-biotechnologies.svg
NASDAQ:AEBI,Aebi Schmidt Holding AG,https://image-util.benzinga.com/api/v2/logos/file/image/AEBI/mark_composite_light__e1c573edfd707d757f79a741bb20010b.png?height=60&max_width=&width=60&x-bz-cred=sb~6OiaHsdpTN0lFjF5h7QhDgfE5zUvH4LupeDJZNQnag_eJlrnS4Jao9NgNtQo7ZsSBKHmAFh-RyXz2M4qWdOQ0EvGVMFcgh4lvI0VuY_WTGvC3fiCA0Oe2iENiIrIe_QihmeDacGIoJTRzy3PBz52f6J2sKYK&x-bz-exp=1753421813&x-bz-security-isin=CH0027352993&x-bz-security-symbol=AEBI&x-bz-signature=100d259ae170d987521434744e1a9db597ea1b58433559f837fea73c085aefee
NYSE:AEE,Ameren Corporation,https://s3-symbol-logo.tradingview.com/ameren.svg
NASDAQ:AEHL,Antelope Enterprise Holdings Limited,https://s3-symbol-logo.tradingview.com/antelope-enterprise-limited.svg
NASDAQ:AEHR,Aehr Test Systems,https://s3-symbol-logo.tradingview.com/aehr-test-systems.svg
NASDAQ:AEI,Alset Inc.,https://s3-symbol-logo.tradingview.com/alset.svg
NASDAQ:AEIS,"Advanced Energy Industries, Inc.",https://s3-symbol-logo.tradingview.com/advanced-energy-industries.svg
NASDAQ:AEMD,"Aethlon Medical, Inc.",https://s3-symbol-logo.tradingview.com/aethlon-medical.svg
NASDAQ:AENT,Alliance Entertainment Holding Corporation,https://s3-symbol-logo.tradingview.com/alliance-entertainment.svg
NYSE:AEO,"American Eagle Outfitters, Inc.",https://s3-symbol-logo.tradingview.com/american-eagle-outfitters.svg
AMEX:AEON,"AEON Biopharma, Inc.",https://s3-symbol-logo.tradingview.com/aeon-biopharma.svg
NASDAQ:AEP,"American Electric Power Company, Inc.",https://s3-symbol-logo.tradingview.com/american-electric-power.svg
NYSE:AER,AerCap Holdings N.V.,https://s3-symbol-logo.tradingview.com/aercap.svg
NASDAQ:AERT,"Aeries Technology, Inc.",https://s3-symbol-logo.tradingview.com/aeries-technology.svg
NYSE:AES,The AES Corporation,https://s3-symbol-logo.tradingview.com/aes.svg
NYSE:AESI,Atlas Energy Solutions Inc.,https://s3-symbol-logo.tradingview.com/atlas-energy-solutions.svg
NASDAQ:AEVA,"Aeva Technologies, Inc.",https://s3-symbol-logo.tradingview.com/aeva.svg
NASDAQ:AEYE,"AudioEye, Inc.",https://s3-symbol-logo.tradingview.com/audioeye.svg
NASDAQ:AFBI,"Affinity Bancshares, Inc.",https://s3-symbol-logo.tradingview.com/affinity-bancshares.svg
NYSE:AFG,"American Financial Group, Inc.",https://s3-symbol-logo.tradingview.com/american-financial-group-ohio.svg
NASDAQ:AFJK,"Aimei Health Technology Co., Ltd",https://s3-symbol-logo.tradingview.com/aimei-health-technology-co-ltd.svg
NYSE:AFL,AFLAC Incorporated,https://s3-symbol-logo.tradingview.com/aflac.svg
NASDAQ:AFRI,Forafric Global PLC,https://s3-symbol-logo.tradingview.com/forafric-global-plc.svg
NASDAQ:AFRM,"Affirm Holdings, Inc.",https://s3-symbol-logo.tradingview.com/affirm.svg
NASDAQ:AFYA,Afya Limited,https://s3-symbol-logo.tradingview.com/afya-limited.svg
NASDAQ:AGAE,Allied Gaming & Entertainment Inc.,https://s3-symbol-logo.tradingview.com/allied-esports.svg
NYSE:AGCO,AGCO Corporation,https://s3-symbol-logo.tradingview.com/agco.svg
NASDAQ:AGEN,Agenus Inc.,https://s3-symbol-logo.tradingview.com/agenus.svg
NASDAQ:AGFY,Agrify Corporation,https://s3-symbol-logo.tradingview.com/agrify.svg
NASDAQ:AGH,Aureus Greenway Holdings Inc.,https://s3-symbol-logo.tradingview.com/aureus-greenway.svg
NASDAQ:AGIO,"Agios Pharmaceuticals, Inc.",https://s3-symbol-logo.tradingview.com/agios-pharmaceuticals.svg
NYSE:AGL,"agilon health, inc.",https://s3-symbol-logo.tradingview.com/agilon-health.svg
NYSE:AGM,Federal Agricultural Mortgage Corporation,https://s3-symbol-logo.tradingview.com/federal-agricultural-mortgage.svg
NASDAQ:AGMH,AGM Group Holdings Inc.,https://image-util.benzinga.com/api/v2/logos/file/image/1705402/mark_composite_light__f2bb8584dd8acc56639c5a65568ad4a4.png?height=60&max_width=&width=60&x-bz-cred=sb~CcEkIi8uYw-FHrKJzPjpobS-FWFvVmAjYFIbLBaAn87v_rBdF98e8HcM3tR7BMUKPg4vDPsZjDjLCjLYdBl6pgGUcnWyX8PaTuFs4gS3cqq_4aUdkkx48TIYIcWyLU9KXkPBE1kk8lS7o4hbmse9-1YVmx3i&x-bz-exp=1753421817&x-bz-security-isin=VGG0132V1215&x-bz-security-symbol=AGMH&x-bz-signature=e99d3aa86b8ba0d03745d7450c89ed8085214336ca5a8603cc351109d27d1555
NYSE:AGO,Assured Guaranty Ltd.,https://s3-symbol-logo.tradingview.com/assured-guaranty.svg
NASDAQ:AGRI,AgriFORCE Growing Systems Ltd.,https://s3-symbol-logo.tradingview.com/agriforce-growing-systems-ltd.svg
NYSE:AGRO,Adecoagro S.A.,https://s3-symbol-logo.tradingview.com/adecoagro.svg
NYSE:AGX,"Argan, Inc.",https://s3-symbol-logo.tradingview.com/argan.svg
NASDAQ:AGYS,"Agilysys, Inc.",https://s3-symbol-logo.tradingview.com/agilysys.svg
NASDAQ:AHCO,AdaptHealth Corp.,https://s3-symbol-logo.tradingview.com/adapthealth.svg
NYSE:AHL,Aspen Insurance Holdings Limited,https://s3-symbol-logo.tradingview.com/aspen-insurance-holdings.svg
NYSE:AI,"C3.ai, Inc.",https://s3-symbol-logo.tradingview.com/c3-ai.svg
NASDAQ:AIFE,Aifeex Nexus Acquisition Corporation,https://s3-symbol-logo.tradingview.com/shepherd-ave-capital-acquisition.svg
NASDAQ:AIFF,"Firefly Neuroscience, Inc.",https://s3-symbol-logo.tradingview.com/firefly-neuroscience.svg
NASDAQ:AIFU,AIFU Inc.,https://s3-symbol-logo.tradingview.com/fanhua.svg
NYSE:AIG,"American International Group, Inc. New",https://s3-symbol-logo.tradingview.com/american-international.svg
NASDAQ:AIHS,Senmiao Technology Limited,https://s3-symbol-logo.tradingview.com/senmiao-technology.svg
NYSE:AII,"American Integrity Insurance Group, Inc.",https://s3-symbol-logo.tradingview.com/american-integrity-insurance.svg
AMEX:AIM,AIM ImmunoTech Inc.,https://s3-symbol-logo.tradingview.com/aim-immunotech.svg
NASDAQ:AIMD,"Ainos, Inc.",https://s3-symbol-logo.tradingview.com/ainos.svg
NYSE:AIN,Albany International Corporation,https://s3-symbol-logo.tradingview.com/albany-international.svg
NASDAQ:AIOT,"PowerFleet, Inc.",https://s3-symbol-logo.tradingview.com/powerfleet.svg
NASDAQ:AIP,"Arteris, Inc.",https://s3-symbol-logo.tradingview.com/arteris.svg
NYSE:AIR,AAR Corp.,https://s3-symbol-logo.tradingview.com/aar.svg
NASDAQ:AIRE,reAlpha Tech Corp.,https://s3-symbol-logo.tradingview.com/realpha-tech.svg
NASDAQ:AIRG,"Airgain, Inc.",https://s3-symbol-logo.tradingview.com/airgain.svg
AMEX:AIRI,Air Industries Group,https://s3-symbol-logo.tradingview.com/air-industries.svg
NASDAQ:AIRJ,AirJoule Technologies Corporation,https://s3-symbol-logo.tradingview.com/montana-technologies.svg
NASDAQ:AIRO,"AIRO Group Holdings, Inc.",https://image-util.benzinga.com/api/v2/logos/file/image/1927958/mark_composite_light__40a5291df81d280a78970839523d141f.png?height=60&max_width=&width=60&x-bz-cred=sb~J67p7Ewfg0FPzMSIFpeYknFe1Z3vGTIEQUKeQftzZr2MVTRk5lHfyAeGQbHeVA_WINY4d4G-g1m_DmN0frPsUTNdnOFmdqtW3OwknVD9HLj9hzgtsXj6bBazv_t4aiJT9kTyUimTYDg_ha4re6U36MSwIQbQ&x-bz-exp=1753421820&x-bz-security-isin=US0094221068&x-bz-security-symbol=AIRO&x-bz-signature=545050330c2242658dd6db9a0cd6b03358a7a1cfb20c6f47b644feee7e058161
NASDAQ:AIRS,"AirSculpt Technologies, Inc.",https://s3-symbol-logo.tradingview.com/airsculpt-technologies.svg
NASDAQ:AIRT,"Air T, Inc.",https://s3-symbol-logo.tradingview.com/air-t.svg
NASDAQ:AISP,"Airship AI Holdings, Inc",https://s3-symbol-logo.tradingview.com/airship-ai.svg
NYSE:AIT,"Applied Industrial Technologies, Inc.",https://s3-symbol-logo.tradingview.com/applied-industrial-technologies.svg
NYSE:AIZ,"Assurant, Inc.",https://s3-symbol-logo.tradingview.com/assurant.svg
NYSE:AJG,Arthur J. Gallagher & Co.,https://s3-symbol-logo.tradingview.com/gallagher.svg
NYSE:AKA,a.k.a. Brands Holding Corp.,https://s3-symbol-logo.tradingview.com/aka-brands.svg
NASDAQ:AKAM,"Akamai Technologies, Inc.",https://s3-symbol-logo.tradingview.com/akamai.svg
NASDAQ:AKAN,Akanda Corp.,https://s3-symbol-logo.tradingview.com/akanda-corp.svg
NASDAQ:AKBA,"Akebia Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/akebia-therapeutics.svg
NASDAQ:AKRO,"Akero Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/akero-therapeutics.svg
NYSE:AL,Air Lease Corporation,https://s3-symbol-logo.tradingview.com/air-lease.svg
NASDAQ:ALAB,"Astera Labs, Inc.",https://s3-symbol-logo.tradingview.com/astera-labs.svg
NYSE:ALB,Albemarle Corporation,https://s3-symbol-logo.tradingview.com/albemarle.svg
NASDAQ:ALBT,Avalon GloboCare Corp.,https://s3-symbol-logo.tradingview.com/avalon-globocare.svg
NASDAQ:ALCO,"Alico, Inc.",https://s3-symbol-logo.tradingview.com/alico.svg
NASDAQ:ALDF,Aldel Financial II Inc.,https://s3-symbol-logo.tradingview.com/aldel-financial-ii.svg
NASDAQ:ALDX,"Aldeyra Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/aldeyra-therapeutics.svg
NYSE:ALE,"Allete, Inc.",https://s3-symbol-logo.tradingview.com/allete.svg
NASDAQ:ALEC,"Alector, Inc.",https://s3-symbol-logo.tradingview.com/alector.svg
NASDAQ:ALF,Centurion Acquisition Corp.,https://s3-symbol-logo.tradingview.com/centurion-acquisition.svg
NYSE:ALG,"Alamo Group, Inc.",https://s3-symbol-logo.tradingview.com/alamo.svg
NASDAQ:ALGM,"Allegro MicroSystems, Inc.",https://s3-symbol-logo.tradingview.com/allegro-microsystems.svg
NASDAQ:ALGN,"Align Technology, Inc.",https://s3-symbol-logo.tradingview.com/align-technology.svg
NASDAQ:ALGS,"Aligos Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/aligos-therapeutics.svg
NASDAQ:ALGT,Allegiant Travel Company,https://s3-symbol-logo.tradingview.com/allegiant-travel-company.svg
NASDAQ:ALHC,"Alignment Healthcare, Inc.",https://s3-symbol-logo.tradingview.com/alignment-healthcare.svg
NYSE:ALIT,"Alight, Inc.",https://s3-symbol-logo.tradingview.com/alight.svg
NYSE:ALK,"Alaska Air Group, Inc.",https://s3-symbol-logo.tradingview.com/alaska-air.svg
NASDAQ:ALKS,Alkermes plc,https://s3-symbol-logo.tradingview.com/alkermes.svg
NASDAQ:ALKT,"Alkami Technology, Inc.",https://s3-symbol-logo.tradingview.com/alkami-technology.svg
NYSE:ALL,Allstate Corporation (The),https://s3-symbol-logo.tradingview.com/allstate.svg
NYSE:ALLE,Allegion plc,https://s3-symbol-logo.tradingview.com/allegion-plc.svg
NASDAQ:ALLO,"Allogene Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/allogene-therapeutics.svg
NASDAQ:ALLR,"Allarity Therapeutics, Inc.",https://s3-symbol-logo.tradingview.com/allarity-therapeutics.svg
NASDAQ:ALLT,Allot Ltd.,https://s3-symbol-logo.tradingview.com/allot-ltd.svg
NYSE:ALLY,Ally Financial Inc.,https://s3-symbol-logo.tradingview.com/ally.svg
NASDAQ:ALMS,Alumis Inc.,https://s3-symbol-logo.tradingview.com/alumis.svg
NASDAQ:ALMU,"Aeluma, Inc.",https://s3-symbol-logo.tradingview.com/aeluma.svg
NASDAQ:ALNT,Allient Inc.,https://s3-symbol-logo.tradingview.com/allied-motion.svg
NASDAQ:ALNY,"Alnylam Pharmaceuticals, Inc.",https://s3-symbol-logo.tradingview.com/alnylam-pharmaceuticals.svg
NASDAQ:ALOT,"AstroNova, Inc.",https://s3-symbol-logo.tradingview.com/astronova.svg
NASDAQ:ALRM,"Alarm.com Holdings, Inc.",https://s3-symbol-logo.tradingview.com/alarm-com-holdings.svg
NASDAQ:ALRS,Alerus Financial Corporation,https://s3-symbol-logo.tradingview.com/alerus.svg
NYSE:ALSN,"Allison Transmission Holdings, Inc.",https://s3-symbol-logo.tradingview.com/allison-transmission.svg
NASDAQ:ALT,"Altimmune, Inc.",https://s3-symbol-logo.tradingview.com/altimmune.svg
NYSE:ALTG,Alta Equipment Group Inc.,https://s3-symbol-logo.tradingview.com/alta-equipment-depositary-shares-each-representing-1-1000th-in-a-share-of-10-series-a-cumulative-perpetual-preferred-stock.svg
NASDAQ:ALTI,"AlTi Global, Inc.",https://s3-symbol-logo.tradingview.com/alvarium-tiedemann.svg
NASDAQ:ALTO,"Alto Ingredients, Inc.",https://s3-symbol-logo.tradingview.com/alto-ingredients.svg
NASDAQ:ALTS,ALT5 Sigma Corporation,https://s3-symbol-logo.tradingview.com/janone.svg
NYSE:ALUR,"Allurion Technologies, Inc.",https://s3-symbol-logo.tradingview.com/allurion-technologies.svg
NYSE:ALV,"Autoliv, Inc.",https://s3-symbol-logo.tradingview.com/autoliv.svg
NASDAQ:ALVO,Alvotech,https://s3-symbol-logo.tradingview.com/alvotech.svg
NASDAQ:ALXO,ALX Oncology Holdings Inc.,https://s3-symbol-logo.tradingview.com/alx-oncology.svg
NASDAQ:ALZN,"Alzamend Neuro, Inc.",https://s3-symbol-logo.tradingview.com/alzamend-neuro.svg
NYSE:AM,Antero Midstream Corporation,https://s3-symbol-logo.tradingview.com/antero-midstream.svg
NASDAQ:AMAL,Amalgamated Financial Corp.,https://s3-symbol-logo.tradingview.com/amalgamated-financial.svg
NASDAQ:AMAT,"Applied Materials, Inc.",https://s3-symbol-logo.tradingview.com/applied-materials.svg
NASDAQ:AMBA,"Ambarella, Inc.",https://s3-symbol-logo.tradingview.com/ambarella.svg
NYSE:AMBC,"Ambac Financial Group, Inc.",https://s3-symbol-logo.tradingview.com/ambac-financial.svg
AMEX:AMBI,Ambipar Emergency Response,https://s3-symbol-logo.tradingview.com/ambipar-emergency-response.svg
NYSE:AMBP,Ardagh Metal Packaging S.A.,https://s3-symbol-logo.tradingview.com/ardagh-metal-packaging-sa.svg
NYSE:AMC,"AMC Entertainment Holdings, Inc.",https://s3-symbol-logo.tradingview.com/amc-entertainment-holdings.svg
NYSE:AMCR,Amcor plc,https://s3-symbol-logo.tradingview.com/amcor.svg
NASDAQ:AMCX,AMC Networks Inc.,https://s3-symbol-logo.tradingview.com/amc-networks.svg
NASDAQ:AMD,"Advanced Micro Devices, Inc.",https://s3-symbol-logo.tradingview.com/advanced-micro-devices.svg
NYSE:AME,"AMETEK, Inc.",https://s3-symbol-logo.tradingview.com/ametek.svg
NASDAQ:AMED,Amedisys Inc,https://s3-symbol-logo.tradingview.com/amedisys.svg
NYSE:AMG,"Affiliated Managers Group, Inc.",https://s3-symbol-logo.tradingview.com/affiliated-managers.svg
NASDAQ:AMGN,Amgen Inc.,https://s3-symbol-logo.tradingview.com/amgen.svg
NASDAQ:AMIX,"Autonomix Medical, Inc.",https://s3-symbol-logo.tradingview.com/autonomix-medical.svg
NASDAQ:AMKR,"Amkor Technology, Inc.",https://s3-symbol-logo.tradingview.com/amkor-technology.svg
NASDAQ:AMLX,"Amylyx Pharmaceuticals, Inc.",https://s3-symbol-logo.tradingview.com/amylyx-pharmaceuticals.svg
NYSE:AMN,AMN Healthcare Services Inc,https://s3-symbol-logo.tradingview.com/amn-healthcare-services.svg
NASDAQ:AMOD,"Alpha Modus Holdings, Inc.",https://s3-symbol-logo.tradingview.com/alpha-modus.svg
NYSE:AMP,"Ameriprise Financial, Inc.",https://s3-symbol-logo.tradingview.com/ameriprise-financial.svg
NASDAQ:AMPG,"Amplitech Group, Inc.",https://s3-symbol-logo.tradingview.com/amplitech.svg
NASDAQ:AMPH,"Amphastar Pharmaceuticals, Inc.",https://s3-symbol-logo.tradingview.com/amphastar-pharmaceuticals.svg
NASDAQ:AMPL,"Amplitude, Inc.",https://s3-symbol-logo.tradingview.com/amplitude.svg
NYSE:AMPX,"Amprius Technologies, Inc.",https://s3-symbol-logo.tradingview.com/amprius-technologies.svg
NYSE:AMPY,Amplify Energy Corp.,https://s3-symbol-logo.tradingview.com/amplify-energy.svg
NYSE:AMR,"Alpha Metallurgical Resources, Inc.",https://s3-symbol-logo.tradingview.com/alpha-metallurgical-resources.svg
NYSE:AMRC,"Ameresco, Inc.",https://s3-symbol-logo.tradingview.com/ameresco.svg
NASDAQ:AMRK,"A-Mark Precious Metals, Inc.",https://s3-symbol-logo.tradingview.com/a-mark-precious-metals.svg
NASDAQ:AMRX,"Amneal Pharmaceuticals, Inc.",https://s3-symbol-logo.tradingview.com/amneal-pharmaceuticals.svg
AMEX:AMS,American Shared Hospital Services,https://s3-symbol-logo.tradingview.com/american-shared-hospital-services.svg
NASDAQ:AMSC,American Superconductor Corporation,https://s3-symbol-logo.tradingview.com/american-superconductor-corporation.svg
NASDAQ:AMSF,"AMERISAFE, Inc.",https://s3-symbol-logo.tradingview.com/amerisafe.svg
NASDAQ:AMST,Amesite Inc.,https://s3-symbol-logo.tradingview.com/amesite.svg
NYSE:AMTB,Amerant Bancorp Inc.,https://s3-symbol-logo.tradingview.com/amerant-bancorp.svg
NYSE:AMTM,"Amentum Holdings, Inc.",https://s3-symbol-logo.tradingview.com/amentum.svg
